'Elapsed time','MLII','V5'
'0:35.156',4.785,4.905
'0:35.160',4.775,4.905
'0:35.164',4.740,4.875
'0:35.168',4.730,4.875
'0:35.172',4.730,4.890
'0:35.176',4.740,4.885
'0:35.180',4.730,4.870
'0:35.184',4.725,4.865
'0:35.188',4.720,4.885
'0:35.192',4.710,4.890
'0:35.196',4.720,4.875
'0:35.200',4.725,4.865
'0:35.204',4.730,4.885
'0:35.208',4.740,4.895
'0:35.212',4.740,4.885
'0:35.216',4.715,4.870
'0:35.220',4.720,4.875
'0:35.224',4.740,4.885
'0:35.228',4.740,4.860
'0:35.232',4.695,4.820
'0:35.236',4.625,4.805
'0:35.240',4.615,4.800
'0:35.244',4.565,4.830
'0:35.248',4.510,4.935
'0:35.252',4.600,5.045
'0:35.256',4.780,5.145
'0:35.260',5.025,5.250
'0:35.264',5.375,5.355
'0:35.268',5.730,5.425
'0:35.272',5.955,5.295
'0:35.276',5.855,4.965
'0:35.280',5.385,4.765
'0:35.284',4.835,4.770
'0:35.288',4.560,4.810
'0:35.292',4.535,4.835
'0:35.296',4.605,4.830
'0:35.300',4.625,4.825
'0:35.304',4.640,4.835
'0:35.308',4.645,4.830
'0:35.312',4.650,4.820
'0:35.316',4.635,4.825
'0:35.320',4.625,4.845
'0:35.324',4.635,4.835
'0:35.328',4.650,4.825
'0:35.332',4.650,4.815
'0:35.336',4.640,4.820
'0:35.340',4.645,4.830
'0:35.344',4.645,4.820
'0:35.348',4.620,4.820
'0:35.352',4.610,4.825
'0:35.356',4.635,4.830
'0:35.360',4.630,4.835
'0:35.364',4.615,4.815
'0:35.368',4.610,4.810
'0:35.372',4.615,4.840
'0:35.376',4.615,4.840
'0:35.380',4.620,4.830
'0:35.384',4.605,4.825
'0:35.388',4.605,4.840
'0:35.392',4.615,4.830
'0:35.396',4.610,4.820
'0:35.400',4.600,4.815
'0:35.404',4.595,4.815
'0:35.408',4.595,4.825
'0:35.412',4.585,4.815
'0:35.416',4.590,4.810
'0:35.420',4.590,4.830
'0:35.424',4.600,4.825
'0:35.428',4.605,4.825
'0:35.432',4.605,4.820
'0:35.436',4.590,4.820
'0:35.440',4.610,4.825
'0:35.444',4.620,4.820
'0:35.448',4.600,4.805
'0:35.452',4.585,4.810
'0:35.456',4.600,4.820
'0:35.460',4.595,4.820
'0:35.464',4.605,4.810
'0:35.468',4.590,4.800
'0:35.472',4.600,4.805
'0:35.476',4.590,4.795
'0:35.480',4.590,4.785
'0:35.484',4.580,4.785
'0:35.488',4.580,4.795
'0:35.492',4.590,4.785
'0:35.496',4.595,4.760
'0:35.500',4.595,4.745
'0:35.504',4.555,4.745
'0:35.508',4.565,4.745
'0:35.512',4.570,4.735
'0:35.516',4.555,4.720
'0:35.520',4.545,4.725
'0:35.524',4.555,4.720
'0:35.528',4.555,4.715
'0:35.532',4.535,4.690
'0:35.536',4.525,4.710
'0:35.540',4.530,4.730
'0:35.544',4.555,4.715
'0:35.548',4.555,4.725
'0:35.552',4.555,4.750
'0:35.556',4.575,4.795
'0:35.560',4.605,4.815
'0:35.564',4.625,4.810
'0:35.568',4.635,4.820
'0:35.572',4.650,4.835
'0:35.576',4.675,4.850
'0:35.580',4.675,4.855
'0:35.584',4.670,4.850
'0:35.588',4.695,4.885
'0:35.592',4.720,4.905
'0:35.596',4.740,4.905
'0:35.600',4.745,4.895
'0:35.604',4.725,4.885
'0:35.608',4.725,4.895
'0:35.612',4.725,4.890
'0:35.616',4.715,4.890
'0:35.620',4.700,4.920
'0:35.624',4.710,4.925
'0:35.628',4.740,4.905
'0:35.632',4.745,4.890
'0:35.636',4.735,4.905
'0:35.640',4.750,4.920
'0:35.644',4.750,4.910
'0:35.648',4.740,4.895
'0:35.652',4.730,4.900
'0:35.656',4.730,4.920
'0:35.660',4.735,4.915
'0:35.664',4.740,4.895
'0:35.668',4.735,4.895
'0:35.672',4.750,4.900
'0:35.676',4.750,4.900
'0:35.680',4.715,4.900
'0:35.684',4.695,4.885
'0:35.688',4.710,4.910
'0:35.692',4.735,4.915
'0:35.696',4.740,4.895
'0:35.700',4.740,4.880
'0:35.704',4.715,4.880
'0:35.708',4.710,4.900
'0:35.712',4.705,4.900
'0:35.716',4.725,4.885
'0:35.720',4.740,4.890
'0:35.724',4.735,4.890
'0:35.728',4.720,4.870
'0:35.732',4.675,4.860
'0:35.736',4.670,4.880
'0:35.740',4.680,4.885
'0:35.744',4.690,4.880
'0:35.748',4.685,4.860
'0:35.752',4.680,4.865
'0:35.756',4.675,4.875
'0:35.760',4.670,4.870
'0:35.764',4.660,4.855
'0:35.768',4.645,4.850
'0:35.772',4.665,4.865
'0:35.776',4.690,4.875
'0:35.780',4.690,4.865
'0:35.784',4.675,4.865
'0:35.788',4.695,4.865
'0:35.792',4.695,4.860
'0:35.796',4.685,4.835
'0:35.800',4.675,4.825
'0:35.804',4.675,4.850
'0:35.808',4.700,4.860
'0:35.812',4.680,4.855
'0:35.816',4.665,4.845
'0:35.820',4.665,4.860
'0:35.824',4.685,4.875
'0:35.828',4.705,4.875
'0:35.832',4.680,4.865
'0:35.836',4.685,4.865
'0:35.840',4.730,4.880
'0:35.844',4.745,4.870
'0:35.848',4.740,4.835
'0:35.852',4.735,4.840
'0:35.856',4.750,4.855
'0:35.860',4.775,4.860
'0:35.864',4.790,4.865
'0:35.868',4.775,4.875
'0:35.872',4.785,4.900
'0:35.876',4.805,4.900
'0:35.880',4.805,4.890
'0:35.884',4.780,4.885
'0:35.888',4.775,4.905
'0:35.892',4.795,4.910
'0:35.896',4.805,4.915
'0:35.900',4.805,4.920
'0:35.904',4.830,4.945
'0:35.908',4.845,4.950
'0:35.912',4.835,4.915
'0:35.916',4.755,4.890
'0:35.920',4.715,4.885
'0:35.924',4.710,4.875
'0:35.928',4.715,4.880
'0:35.932',4.665,4.880
'0:35.936',4.645,4.895
'0:35.940',4.675,4.905
'0:35.944',4.695,4.905
'0:35.948',4.690,4.895
'0:35.952',4.675,4.910
'0:35.956',4.695,4.925
'0:35.960',4.725,4.910
'0:35.964',4.700,4.880
'0:35.968',4.665,4.890
'0:35.972',4.655,4.895
'0:35.976',4.645,4.900
'0:35.980',4.645,4.895
'0:35.984',4.645,4.890
'0:35.988',4.635,4.890
'0:35.992',4.635,4.880
'0:35.996',4.625,4.875
'0:36.000',4.620,4.870
'0:36.004',4.635,4.880
'0:36.008',4.675,4.885
'0:36.012',4.660,4.855
'0:36.016',4.615,4.825
'0:36.020',4.565,4.805
'0:36.024',4.540,4.815
'0:36.028',4.490,4.845
'0:36.032',4.445,4.960
'0:36.036',4.520,5.110
'0:36.040',4.745,5.190
'0:36.044',4.985,5.270
'0:36.048',5.265,5.365
'0:36.052',5.635,5.465
'0:36.056',5.905,5.410
'0:36.060',5.960,5.080
'0:36.064',5.680,4.790
'0:36.068',5.050,4.760
'0:36.072',4.600,4.800
'0:36.076',4.500,4.820
'0:36.080',4.500,4.830
'0:36.084',4.525,4.835
'0:36.088',4.550,4.845
'0:36.092',4.575,4.855
'0:36.096',4.585,4.840
'0:36.100',4.590,4.840
'0:36.104',4.565,4.865
'0:36.108',4.575,4.875
'0:36.112',4.615,4.865
'0:36.116',4.585,4.860
'0:36.120',4.590,4.840
'0:36.124',4.585,4.830
'0:36.128',4.535,4.835
'0:36.132',4.525,4.845
'0:36.136',4.540,4.845
'0:36.140',4.545,4.870
'0:36.144',4.535,4.865
'0:36.148',4.530,4.860
'0:36.152',4.560,4.860
'0:36.156',4.580,4.875
'0:36.160',4.560,4.875
'0:36.164',4.555,4.875
'0:36.168',4.565,4.860
'0:36.172',4.570,4.880
'0:36.176',4.570,4.865
'0:36.180',4.560,4.860
'0:36.184',4.555,4.870
'0:36.188',4.555,4.875
'0:36.192',4.560,4.865
'0:36.196',4.555,4.855
'0:36.200',4.550,4.845
'0:36.204',4.550,4.870
'0:36.208',4.565,4.880
'0:36.212',4.575,4.860
'0:36.216',4.545,4.840
'0:36.220',4.545,4.845
'0:36.224',4.555,4.845
'0:36.228',4.560,4.845
'0:36.232',4.540,4.835
'0:36.236',4.530,4.840
'0:36.240',4.545,4.850
'0:36.244',4.565,4.845
'0:36.248',4.585,4.825
'0:36.252',4.575,4.825
'0:36.256',4.570,4.855
'0:36.260',4.575,4.840
'0:36.264',4.575,4.815
'0:36.268',4.555,4.815
'0:36.272',4.555,4.820
'0:36.276',4.570,4.815
'0:36.280',4.580,4.800
'0:36.284',4.560,4.780
'0:36.288',4.525,4.775
'0:36.292',4.530,4.765
'0:36.296',4.525,4.760
'0:36.300',4.510,4.750
'0:36.304',4.500,4.750
'0:36.308',4.535,4.750
'0:36.312',4.525,4.735
'0:36.316',4.510,4.710
'0:36.320',4.495,4.720
'0:36.324',4.495,4.730
'0:36.328',4.500,4.725
'0:36.332',4.485,4.735
'0:36.336',4.505,4.745
'0:36.340',4.535,4.760
'0:36.344',4.550,4.770
'0:36.348',4.540,4.780
'0:36.352',4.555,4.805
'0:36.356',4.590,4.835
'0:36.360',4.620,4.860
'0:36.364',4.625,4.870
'0:36.368',4.620,4.880
'0:36.372',4.655,4.900
'0:36.376',4.690,4.920
'0:36.380',4.700,4.930
'0:36.384',4.695,4.920
'0:36.388',4.715,4.945
'0:36.392',4.745,4.970
'0:36.396',4.755,4.965
'0:36.400',4.760,4.950
'0:36.404',4.745,4.960
'0:36.408',4.755,4.975
'0:36.412',4.755,4.970
'0:36.416',4.770,4.955
'0:36.420',4.775,4.960
'0:36.424',4.770,4.970
'0:36.428',4.780,4.980
'0:36.432',4.765,4.965
'0:36.436',4.760,4.965
'0:36.440',4.755,4.980
'0:36.444',4.765,4.970
'0:36.448',4.760,4.955
'0:36.452',4.750,4.960
'0:36.456',4.745,4.975
'0:36.460',4.750,4.980
'0:36.464',4.750,4.955
'0:36.468',4.760,4.960
'0:36.472',4.765,4.965
'0:36.476',4.765,4.970
'0:36.480',4.755,4.955
'0:36.484',4.750,4.945
'0:36.488',4.765,4.955
'0:36.492',4.765,4.950
'0:36.496',4.755,4.935
'0:36.500',4.750,4.925
'0:36.504',4.740,4.945
'0:36.508',4.740,4.930
'0:36.512',4.740,4.920
'0:36.516',4.720,4.910
'0:36.520',4.725,4.910
'0:36.524',4.725,4.925
'0:36.528',4.740,4.925
'0:36.532',4.725,4.920
'0:36.536',4.710,4.915
'0:36.540',4.715,4.915
'0:36.544',4.710,4.910
'0:36.548',4.710,4.900
'0:36.552',4.710,4.890
'0:36.556',4.715,4.900
'0:36.560',4.715,4.895
'0:36.564',4.705,4.865
'0:36.568',4.700,4.875
'0:36.572',4.690,4.885
'0:36.576',4.700,4.890
'0:36.580',4.695,4.890
'0:36.584',4.685,4.890
'0:36.588',4.695,4.885
'0:36.592',4.720,4.890
'0:36.596',4.710,4.890
'0:36.600',4.705,4.890
'0:36.604',4.710,4.895
'0:36.608',4.730,4.905
'0:36.612',4.740,4.900
'0:36.616',4.735,4.890
'0:36.620',4.740,4.885
'0:36.624',4.755,4.900
'0:36.628',4.760,4.890
'0:36.632',4.760,4.890
'0:36.636',4.770,4.895
'0:36.640',4.795,4.910
'0:36.644',4.810,4.920
'0:36.648',4.825,4.910
'0:36.652',4.825,4.910
'0:36.656',4.835,4.935
'0:36.660',4.850,4.925
'0:36.664',4.850,4.915
'0:36.668',4.845,4.920
'0:36.672',4.835,4.930
'0:36.676',4.850,4.945
'0:36.680',4.830,4.945
'0:36.684',4.825,4.945
'0:36.688',4.840,4.965
'0:36.692',4.875,4.955
'0:36.696',4.905,4.945
'0:36.700',4.900,4.935
'0:36.704',4.805,4.930
'0:36.708',4.795,4.935
'0:36.712',4.790,4.915
'0:36.716',4.750,4.910
'0:36.720',4.725,4.910
'0:36.724',4.720,4.915
'0:36.728',4.715,4.910
'0:36.732',4.715,4.895
'0:36.736',4.715,4.885
'0:36.740',4.730,4.900
'0:36.744',4.730,4.905
'0:36.748',4.710,4.890
'0:36.752',4.695,4.885
'0:36.756',4.705,4.900
'0:36.760',4.715,4.900
'0:36.764',4.715,4.895
'0:36.768',4.715,4.885
'0:36.772',4.710,4.895
'0:36.776',4.715,4.900
'0:36.780',4.710,4.890
'0:36.784',4.690,4.870
'0:36.788',4.690,4.865
'0:36.792',4.700,4.860
'0:36.796',4.655,4.820
'0:36.800',4.640,4.805
'0:36.804',4.570,4.835
'0:36.808',4.535,4.960
'0:36.812',4.590,5.120
'0:36.816',4.785,5.235
'0:36.820',5.070,5.330
'0:36.824',5.410,5.440
'0:36.828',5.795,5.540
'0:36.832',6.025,5.410
'0:36.836',6.070,5.035
'0:36.840',5.690,4.790
'0:36.844',5.020,4.765
'0:36.848',4.580,4.805
'0:36.852',4.520,4.835
'0:36.856',4.600,4.865
'0:36.860',4.650,4.860
'0:36.864',4.655,4.840
'0:36.868',4.635,4.840
'0:36.872',4.640,4.860
'0:36.876',4.660,4.855
'0:36.880',4.640,4.850
'0:36.884',4.625,4.840
'0:36.888',4.630,4.845
'0:36.892',4.625,4.855
'0:36.896',4.625,4.845
'0:36.900',4.620,4.845
'0:36.904',4.615,4.855
'0:36.908',4.620,4.865
'0:36.912',4.630,4.855
'0:36.916',4.615,4.835
'0:36.920',4.620,4.845
'0:36.924',4.615,4.855
'0:36.928',4.620,4.845
'0:36.932',4.600,4.835
'0:36.936',4.595,4.830
'0:36.940',4.620,4.845
'0:36.944',4.625,4.855
'0:36.948',4.615,4.830
'0:36.952',4.610,4.825
'0:36.956',4.620,4.840
'0:36.960',4.625,4.845
'0:36.964',4.615,4.815
'0:36.968',4.605,4.830
'0:36.972',4.605,4.840
'0:36.976',4.630,4.835
'0:36.980',4.615,4.825
'0:36.984',4.605,4.805
'0:36.988',4.615,4.820
'0:36.992',4.610,4.820
'0:36.996',4.620,4.815
'0:37.000',4.620,4.810
'0:37.004',4.630,4.810
'0:37.008',4.625,4.815
'0:37.012',4.620,4.805
'0:37.016',4.615,4.790
'0:37.020',4.605,4.805
'0:37.024',4.615,4.795
'0:37.028',4.605,4.790
'0:37.032',4.605,4.780
'0:37.036',4.605,4.775
'0:37.040',4.610,4.770
'0:37.044',4.595,4.765
'0:37.048',4.585,4.750
'0:37.052',4.580,4.740
'0:37.056',4.595,4.750
'0:37.060',4.600,4.730
'0:37.064',4.585,4.705
'0:37.068',4.575,4.700
'0:37.072',4.580,4.705
'0:37.076',4.585,4.695
'0:37.080',4.575,4.690
'0:37.084',4.565,4.685
'0:37.088',4.560,4.690
'0:37.092',4.580,4.705
'0:37.096',4.580,4.695
'0:37.100',4.575,4.700
'0:37.104',4.585,4.730
'0:37.108',4.625,4.765
'0:37.112',4.640,4.780
'0:37.116',4.650,4.795
'0:37.120',4.680,4.815
'0:37.124',4.705,4.835
'0:37.128',4.730,4.840
'0:37.132',4.730,4.855
'0:37.136',4.735,4.865
'0:37.140',4.755,4.890
'0:37.144',4.780,4.900
'0:37.148',4.780,4.885
'0:37.152',4.785,4.890
'0:37.156',4.790,4.920
'0:37.160',4.810,4.915
'0:37.164',4.800,4.905
'0:37.168',4.785,4.895
'0:37.172',4.795,4.900
'0:37.176',4.810,4.915
'0:37.180',4.810,4.905
'0:37.184',4.815,4.895
'0:37.188',4.805,4.910
'0:37.192',4.815,4.905
'0:37.196',4.800,4.895
'0:37.200',4.790,4.885
'0:37.204',4.795,4.900
'0:37.208',4.800,4.915
'0:37.212',4.805,4.900
'0:37.216',4.805,4.890
'0:37.220',4.790,4.900
'0:37.224',4.805,4.910
'0:37.228',4.790,4.910
'0:37.232',4.785,4.880
'0:37.236',4.780,4.870
'0:37.240',4.795,4.885
'0:37.244',4.785,4.875
'0:37.248',4.795,4.870
'0:37.252',4.785,4.865
'0:37.256',4.795,4.870
'0:37.260',4.790,4.875
'0:37.264',4.780,4.860
'0:37.268',4.785,4.845
'0:37.272',4.785,4.860
'0:37.276',4.785,4.870
'0:37.280',4.780,4.865
'0:37.284',4.765,4.850
'0:37.288',4.760,4.865
'0:37.292',4.775,4.870
'0:37.296',4.760,4.845
'0:37.300',4.755,4.835
'0:37.304',4.750,4.855
'0:37.308',4.760,4.850
'0:37.312',4.755,4.845
'0:37.316',4.750,4.825
'0:37.320',4.750,4.835
'0:37.324',4.755,4.850
'0:37.328',4.750,4.850
'0:37.332',4.755,4.840
'0:37.336',4.745,4.840
'0:37.340',4.755,4.845
'0:37.344',4.760,4.845
'0:37.348',4.760,4.835
'0:37.352',4.755,4.830
'0:37.356',4.775,4.840
'0:37.360',4.790,4.835
'0:37.364',4.790,4.825
'0:37.368',4.790,4.835
'0:37.372',4.815,4.845
'0:37.376',4.835,4.845
'0:37.380',4.835,4.850
'0:37.384',4.835,4.840
'0:37.388',4.850,4.855
'0:37.392',4.875,4.865
'0:37.396',4.880,4.865
'0:37.400',4.875,4.860
'0:37.404',4.880,4.865
'0:37.408',4.875,4.880
'0:37.412',4.865,4.880
'0:37.416',4.850,4.865
'0:37.420',4.855,4.890
'0:37.424',4.870,4.895
'0:37.428',4.865,4.910
'0:37.432',4.880,4.895
'0:37.436',4.900,4.880
'0:37.440',4.900,4.885
'0:37.444',4.855,4.875
'0:37.448',4.820,4.865
'0:37.452',4.805,4.865
'0:37.456',4.800,4.865
'0:37.460',4.775,4.865
'0:37.464',4.755,4.860
'0:37.468',4.740,4.850
'0:37.472',4.750,4.860
'0:37.476',4.770,4.860
'0:37.480',4.760,4.845
'0:37.484',4.745,4.840
'0:37.488',4.725,4.855
'0:37.492',4.745,4.865
'0:37.496',4.735,4.855
'0:37.500',4.730,4.850
'0:37.504',4.730,4.850
'0:37.508',4.755,4.860
'0:37.512',4.740,4.865
'0:37.516',4.730,4.855
'0:37.520',4.755,4.860
'0:37.524',4.755,4.865
'0:37.528',4.765,4.860
'0:37.532',4.750,4.835
'0:37.536',4.740,4.820
'0:37.540',4.720,4.805
'0:37.544',4.675,4.785
'0:37.548',4.635,4.755
'0:37.552',4.610,4.765
'0:37.556',4.570,4.845
'0:37.560',4.560,4.980
'0:37.564',4.665,5.095
'0:37.568',4.860,5.205
'0:37.572',5.130,5.355
'0:37.576',5.490,5.465
'0:37.580',5.870,5.490
'0:37.584',6.045,5.280
'0:37.588',5.935,4.955
'0:37.592',5.475,4.785
'0:37.596',4.870,4.790
'0:37.600',4.710,4.795
'0:37.604',4.590,4.805
'0:37.608',4.680,4.820
'0:37.612',4.690,4.815
'0:37.616',4.685,4.800
'0:37.620',4.680,4.810
'0:37.624',4.700,4.815
'0:37.628',4.685,4.820
'0:37.632',4.680,4.805
'0:37.636',4.675,4.810
'0:37.640',4.675,4.815
'0:37.644',4.680,4.815
'0:37.648',4.675,4.800
'0:37.652',4.680,4.805
'0:37.656',4.685,4.815
'0:37.660',4.695,4.820
'0:37.664',4.685,4.800
'0:37.668',4.670,4.800
'0:37.672',4.680,4.815
'0:37.676',4.700,4.815
'0:37.680',4.690,4.805
'0:37.684',4.680,4.800
'0:37.688',4.685,4.815
'0:37.692',4.695,4.825
'0:37.696',4.675,4.820
'0:37.700',4.670,4.810
'0:37.704',4.665,4.810
'0:37.708',4.690,4.815
'0:37.712',4.685,4.820
'0:37.716',4.685,4.805
'0:37.720',4.670,4.815
'0:37.724',4.685,4.825
'0:37.728',4.685,4.810
'0:37.732',4.680,4.795
'0:37.736',4.675,4.800
'0:37.740',4.690,4.810
'0:37.744',4.695,4.800
'0:37.748',4.690,4.795
'0:37.752',4.685,4.790
'0:37.756',4.690,4.795
'0:37.760',4.700,4.795
'0:37.764',4.685,4.780
'0:37.768',4.675,4.775
'0:37.772',4.675,4.785
'0:37.776',4.690,4.775
'0:37.780',4.680,4.760
'0:37.784',4.670,4.760
'0:37.788',4.685,4.760
'0:37.792',4.700,4.755
'0:37.796',4.695,4.740
'0:37.800',4.695,4.725
'0:37.804',4.675,4.730
'0:37.808',4.690,4.725
'0:37.812',4.695,4.725
'0:37.816',4.680,4.710
'0:37.820',4.680,4.715
'0:37.824',4.690,4.725
'0:37.828',4.695,4.730
'0:37.832',4.695,4.730
'0:37.836',4.690,4.730
'0:37.840',4.695,4.760
'0:37.844',4.710,4.765
'0:37.848',4.720,4.765
'0:37.852',4.720,4.785
'0:37.856',4.745,4.820
'0:37.860',4.770,4.830
'0:37.864',4.775,4.835
'0:37.868',4.775,4.845
'0:37.872',4.795,4.855
'0:37.876',4.815,4.870
'0:37.880',4.815,4.880
'0:37.884',4.815,4.875
'0:37.888',4.820,4.890
'0:37.892',4.840,4.890
'0:37.896',4.845,4.895
'0:37.900',4.850,4.885
'0:37.904',4.825,4.900
'0:37.908',4.835,4.910
'0:37.912',4.845,4.895
'0:37.916',4.830,4.890
'0:37.920',4.825,4.885
'0:37.924',4.830,4.905
'0:37.928',4.835,4.910
'0:37.932',4.830,4.885
'0:37.936',4.825,4.880
'0:37.940',4.830,4.900
'0:37.944',4.835,4.895
'0:37.948',4.835,4.885
'0:37.952',4.830,4.880
'0:37.956',4.825,4.895
'0:37.960',4.835,4.895
'0:37.964',4.830,4.880
'0:37.968',4.815,4.870
'0:37.972',4.820,4.875
'0:37.976',4.830,4.875
'0:37.980',4.820,4.875
'0:37.984',4.810,4.870
'0:37.988',4.800,4.865
'0:37.992',4.820,4.870
'0:37.996',4.810,4.865
'0:38.000',4.800,4.850
'0:38.004',4.785,4.870
'0:38.008',4.790,4.865
'0:38.012',4.790,4.855
'0:38.016',4.780,4.840
'0:38.020',4.755,4.850
'0:38.024',4.780,4.855
'0:38.028',4.790,4.860
'0:38.032',4.785,4.840
'0:38.036',4.775,4.840
'0:38.040',4.780,4.850
'0:38.044',4.785,4.860
'0:38.048',4.780,4.850
'0:38.052',4.775,4.845
'0:38.056',4.780,4.840
'0:38.060',4.790,4.850
'0:38.064',4.785,4.835
'0:38.068',4.765,4.840
'0:38.072',4.775,4.850
'0:38.076',4.780,4.850
'0:38.080',4.780,4.850
'0:38.084',4.775,4.825
'0:38.088',4.805,4.850
'0:38.092',4.835,4.865
'0:38.096',4.830,4.850
'0:38.100',4.825,4.850
'0:38.104',4.845,4.845
'0:38.108',4.860,4.860
'0:38.112',4.870,4.855
'0:38.116',4.860,4.840
'0:38.120',4.870,4.850
'0:38.124',4.880,4.870
'0:38.128',4.900,4.875
'0:38.132',4.895,4.870
'0:38.136',4.900,4.875
'0:38.140',4.910,4.880
'0:38.144',4.915,4.885
'0:38.148',4.895,4.885
'0:38.152',4.880,4.890
'0:38.156',4.900,4.915
'0:38.160',4.910,4.915
'0:38.164',4.910,4.900
'0:38.168',4.920,4.885
'0:38.172',4.930,4.885
'0:38.176',4.890,4.885
'0:38.180',4.840,4.875
'0:38.184',4.830,4.860
'0:38.188',4.820,4.860
'0:38.192',4.810,4.870
'0:38.196',4.790,4.860
'0:38.200',4.780,4.850
'0:38.204',4.780,4.860
'0:38.208',4.795,4.870
'0:38.212',4.790,4.870
'0:38.216',4.765,4.845
'0:38.220',4.770,4.850
'0:38.224',4.765,4.860
'0:38.228',4.770,4.870
'0:38.232',4.760,4.850
'0:38.236',4.755,4.845
'0:38.240',4.765,4.865
'0:38.244',4.765,4.855
'0:38.248',4.760,4.860
'0:38.252',4.760,4.845
'0:38.256',4.770,4.860
'0:38.260',4.780,4.855
'0:38.264',4.760,4.815
'0:38.268',4.725,4.790
'0:38.272',4.680,4.775
'0:38.276',4.660,4.780
'0:38.280',4.605,4.840
'0:38.284',4.570,4.970
'0:38.288',4.680,5.095
'0:38.292',4.895,5.205
'0:38.296',5.140,5.325
'0:38.300',5.230,5.360
'0:38.304',5.835,5.430
'0:38.308',5.995,5.180
'0:38.312',5.780,4.855
'0:38.316',5.210,4.750
'0:38.320',4.710,4.790
'0:38.324',4.570,4.810
'0:38.328',4.600,4.815
'0:38.332',4.660,4.825
'0:38.336',4.710,4.825
'0:38.340',4.730,4.815
'0:38.344',4.720,4.825
'0:38.348',4.695,4.810
'0:38.352',4.700,4.805
'0:38.356',4.695,4.825
'0:38.360',4.705,4.820
'0:38.364',4.700,4.805
'0:38.368',4.695,4.810
'0:38.372',4.690,4.825
'0:38.376',4.705,4.830
'0:38.380',4.695,4.815
'0:38.384',4.705,4.810
'0:38.388',4.705,4.820
'0:38.392',4.710,4.830
'0:38.396',4.715,4.825
'0:38.400',4.710,4.820
'0:38.404',4.695,4.820
'0:38.408',4.705,4.830
'0:38.412',4.705,4.835
'0:38.416',4.695,4.820
'0:38.420',4.690,4.820
'0:38.424',4.710,4.830
'0:38.428',4.710,4.830
'0:38.432',4.690,4.815
'0:38.436',4.690,4.825
'0:38.440',4.710,4.840
'0:38.444',4.705,4.835
'0:38.448',4.695,4.820
'0:38.452',4.690,4.805
'0:38.456',4.700,4.820
'0:38.460',4.710,4.820
'0:38.464',4.705,4.805
'0:38.468',4.685,4.805
'0:38.472',4.700,4.810
'0:38.476',4.700,4.820
'0:38.480',4.685,4.805
'0:38.484',4.685,4.795
'0:38.488',4.700,4.800
'0:38.492',4.725,4.805
'0:38.496',4.710,4.795
'0:38.500',4.700,4.785
'0:38.504',4.690,4.785
'0:38.508',4.710,4.795
'0:38.512',4.705,4.785
'0:38.516',4.700,4.765
'0:38.520',4.700,4.755
'0:38.524',4.715,4.765
'0:38.528',4.715,4.760
'0:38.532',4.700,4.735
'0:38.536',4.685,4.740
'0:38.540',4.690,4.755
'0:38.544',4.700,4.745
'0:38.548',4.690,4.725
'0:38.552',4.670,4.720
'0:38.556',4.685,4.745
'0:38.560',4.705,4.740
'0:38.564',4.715,4.740
'0:38.568',4.710,4.735
'0:38.572',4.720,4.770
'0:38.576',4.735,4.785
'0:38.580',4.745,4.790
'0:38.584',4.740,4.800
'0:38.588',4.765,4.825
'0:38.592',4.790,4.860
'0:38.596',4.795,4.865
'0:38.600',4.800,4.860
'0:38.604',4.805,4.870
'0:38.608',4.835,4.885
'0:38.612',4.845,4.890
'0:38.616',4.845,4.885
'0:38.620',4.840,4.895
'0:38.624',4.865,4.905
'0:38.628',4.860,4.900
'0:38.632',4.860,4.900
'0:38.636',4.850,4.895
'0:38.640',4.855,4.910
'0:38.644',4.860,4.920
'0:38.648',4.850,4.905
'0:38.652',4.845,4.890
'0:38.656',4.845,4.910
'0:38.660',4.860,4.910
'0:38.664',4.850,4.905
'0:38.668',4.835,4.890
'0:38.672',4.835,4.890
'0:38.676',4.840,4.900
'0:38.680',4.845,4.895
'0:38.684',4.835,4.880
'0:38.688',4.830,4.900
'0:38.692',4.850,4.895
'0:38.696',4.835,4.875
'0:38.700',4.830,4.865
'0:38.704',4.815,4.885
'0:38.708',4.825,4.890
'0:38.712',4.830,4.895
'0:38.716',4.830,4.870
'0:38.720',4.820,4.870
'0:38.724',4.825,4.880
'0:38.728',4.830,4.885
'0:38.732',4.820,4.870
'0:38.736',4.810,4.865
'0:38.740',4.820,4.885
'0:38.744',4.820,4.875
'0:38.748',4.810,4.860
'0:38.752',4.800,4.860
'0:38.756',4.800,4.865
'0:38.760',4.800,4.875
'0:38.764',4.800,4.850
'0:38.768',4.800,4.850
'0:38.772',4.805,4.855
'0:38.776',4.810,4.875
'0:38.780',4.800,4.865
'0:38.784',4.790,4.845
'0:38.788',4.800,4.865
'0:38.792',4.815,4.870
'0:38.796',4.820,4.860
'0:38.800',4.825,4.855
'0:38.804',4.830,4.865
'0:38.808',4.860,4.865
'0:38.812',4.860,4.865
'0:38.816',4.865,4.860
'0:38.820',4.865,4.870
'0:38.824',4.890,4.885
'0:38.828',4.905,4.885
'0:38.832',4.910,4.880
'0:38.836',4.910,4.890
'0:38.840',4.935,4.915
'0:38.844',4.945,4.915
'0:38.848',4.940,4.900
'0:38.852',4.925,4.910
'0:38.856',4.925,4.930
'0:38.860',4.935,4.940
'0:38.864',4.945,4.935
'0:38.868',4.940,4.930
'0:38.872',4.980,4.925
'0:38.876',4.980,4.915
'0:38.880',4.935,4.915
